population,cycle,hamming_weight,a_sh0_r,a_sh1_r,b_sh0_r,b_sh1_r,term_sh0,term_cross01,term_cross10,term_sh1,t0_sh0,t0_sh1
1,28938,4,0,0,1,1,0,0,0,0,1,1
1,28939,9,1,0,1,1,1,1,0,0,1,1
1,28940,3,0,0,0,1,0,0,0,0,0,0
1,28941,0,0,0,0,0,0,0,0,0,0,0
1,28942,5,1,0,1,0,1,0,0,0,1,1
1,28943,5,1,1,0,0,0,0,0,0,0,1
1,28944,6,0,1,1,1,0,0,1,1,0,0
1,28945,4,1,1,0,0,0,0,0,0,1,1
1,28946,7,1,0,0,1,0,1,0,0,1,1
1,28947,8,1,0,1,1,1,1,0,0,0,1
1,28948,6,0,1,1,0,0,0,1,0,1,1
1,28949,8,0,1,1,1,0,0,1,1,0,1
1,28950,4,1,0,1,0,1,0,0,0,0,0
1,28951,2,0,1,0,0,0,0,0,0,0,1
1,28952,3,1,1,0,0,0,0,0,0,0,0
1,28953,3,1,0,1,0,1,0,0,0,0,0
1,28954,6,1,0,1,1,1,1,0,0,1,0
1,28955,2,0,1,0,0,0,0,0,0,0,0
1,28956,7,1,0,1,1,1,1,0,0,1,1
1,28957,7,1,0,0,1,0,1,0,0,1,1
1,28958,6,1,0,0,1,0,1,0,0,1,0
1,28959,3,0,0,1,0,0,0,0,0,0,1
1,28960,1,0,0,0,0,0,0,0,0,0,0
1,28961,3,0,0,1,0,0,0,0,0,1,1
1,28962,12,1,1,1,1,1,1,1,1,1,1
1,28963,6,0,0,1,1,0,0,0,0,1,1
1,28964,5,1,0,0,1,0,1,0,0,0,0
1,28965,6,1,1,0,1,0,1,0,1,1,0
1,28966,8,0,1,1,1,0,0,1,1,1,1
1,28967,9,0,1,1,1,0,0,1,1,1,1
1,28968,4,1,1,0,0,0,0,0,0,0,0
1,28969,2,0,0,1,1,0,0,0,0,0,0
1,28970,5,1,1,0,1,0,1,0,1,0,0
1,28971,5,1,0,0,1,0,1,0,0,1,1
1,28972,3,0,0,0,0,0,0,0,0,0,1
1,28973,4,1,0,0,1,0,1,0,0,0,0
1,28974,6,0,1,1,1,0,0,1,1,0,1
1,28975,2,0,1,0,0,0,0,0,0,0,0
1,28976,7,1,0,1,1,1,1,0,0,1,1
1,28977,7,1,0,0,1,0,1,0,0,1,1
1,28978,8,1,0,1,1,1,1,0,0,1,0
1,28979,4,0,0,1,0,0,0,0,0,1,1
1,28980,4,0,0,0,0,0,0,0,0,1,1
1,28981,6,0,0,1,1,0,0,0,0,1,1
1,28982,2,0,0,0,0,0,0,0,0,0,0
1,28983,1,1,0,0,0,0,0,0,0,0,0
1,28984,0,0,0,0,0,0,0,0,0,0,0
1,28985,0,0,0,0,0,0,0,0,0,0,0
1,28986,0,0,0,0,0,0,0,0,0,0,0
1,28987,1,0,1,0,0,0,0,0,0,0,0
1,28988,3,0,0,0,1,0,0,0,0,1,1
1,28989,7,0,1,1,1,0,0,1,1,0,0
1,28990,7,0,1,1,1,0,0,1,1,1,1
1,28991,3,0,0,1,0,0,0,0,0,0,0
1,28992,1,0,0,0,1,0,0,0,0,0,0
1,28993,5,0,1,0,1,0,0,0,1,1,1
1,28994,4,1,0,0,0,0,0,0,0,1,0
1,28995,9,1,1,1,1,1,1,1,1,0,0
1,28996,3,1,0,0,1,0,1,0,0,0,0
1,28997,2,0,0,1,0,0,0,0,0,1,0
1,28998,6,0,1,1,0,0,0,1,0,1,1
1,28999,5,1,1,0,0,0,0,0,0,0,1
1,29000,6,1,1,1,0,1,0,1,0,0,0
1,29001,3,0,1,0,1,0,0,0,1,0,0
1,29002,2,1,0,0,0,0,0,0,0,0,1
1,29003,4,1,0,0,0,0,0,0,0,1,1
1,29004,5,0,1,0,0,0,0,0,0,1,1
1,29005,9,0,1,1,1,0,0,1,1,1,1
1,29006,5,1,0,0,1,0,1,0,0,0,0
1,29007,4,0,1,1,0,0,0,1,0,1,0
1,29008,4,0,0,1,1,0,0,0,0,1,0
1,29009,4,0,0,1,0,0,0,0,0,1,1
1,29010,3,0,1,0,0,0,0,0,0,0,0
1,29011,1,0,0,0,1,0,0,0,0,0,0
1,29012,3,0,1,0,1,0,0,0,1,0,0
1,29013,6,1,1,1,0,1,0,1,0,1,0
1,29014,6,0,1,1,0,0,0,1,0,1,1
1,29015,5,0,0,1,1,0,0,0,0,1,0
1,29016,8,1,0,1,1,1,1,0,0,1,1
1,29017,12,1,1,1,1,1,1,1,1,1,1
1,29018,9,1,1,1,0,1,0,1,0,1,1
1,29019,3,1,0,0,0,0,0,0,0,0,0
1,29020,3,0,1,1,0,0,0,1,0,0,0
1,29021,6,1,0,1,1,1,1,0,0,1,0
1,29022,2,0,0,1,0,0,0,0,0,0,0
1,29023,0,0,0,0,0,0,0,0,0,0,0
1,29024,3,0,0,1,0,0,0,0,0,1,1
1,29025,7,1,1,1,0,1,0,1,0,0,0
1,29026,5,1,0,0,1,0,1,0,0,1,1
1,29027,6,0,1,1,0,0,0,1,0,1,0
1,29028,4,0,0,1,1,0,0,0,0,1,0
1,29029,6,0,1,1,0,0,0,1,0,1,1
1,29030,6,0,1,0,1,0,0,0,1,0,1
1,29031,3,0,0,0,1,0,0,0,0,0,1
1,29032,4,0,1,1,0,0,0,1,0,0,0
1,29033,1,0,0,0,0,0,0,0,0,0,1
1,29034,3,0,0,0,0,0,0,0,0,1,1
1,29035,2,0,0,0,0,0,0,0,0,0,0
1,29036,0,0,0,0,0,0,0,0,0,0,0
1,29037,0,0,0,0,0,0,0,0,0,0,0
1,29038,3,1,0,0,1,0,1,0,0,0,0
1,29039,2,0,0,1,0,0,0,0,0,0,1
1,29040,9,1,1,1,1,1,1,1,1,0,0
1,29041,7,1,1,1,0,1,0,1,0,1,1
1,29042,5,0,1,0,0,0,0,0,0,1,1
1,29043,4,0,0,1,1,0,0,0,0,0,0
1,29044,5,1,0,1,1,1,1,0,0,0,0
1,29045,0,0,0,0,0,0,0,0,0,0,0
1,29046,10,1,1,1,1,1,1,1,1,1,1
1,29047,4,0,0,1,1,0,0,0,0,0,0
1,29048,3,0,1,0,1,0,0,0,1,0,0
1,29049,3,1,1,0,0,0,0,0,0,0,1
1,29050,4,1,0,0,0,0,0,0,0,1,1
1,29051,9,1,1,0,1,0,1,0,1,1,1
1,29052,5,1,0,1,0,1,0,0,0,0,0
1,29053,2,0,0,0,1,0,0,0,0,0,1
1,29054,4,0,0,0,1,0,0,0,0,1,1
1,29055,5,1,0,0,1,0,1,0,0,0,0
1,29056,6,1,1,1,0,1,0,1,0,0,1
1,29057,3,0,0,1,1,0,0,0,0,0,0
1,29058,5,1,1,0,1,0,1,0,1,0,0
1,29059,5,0,1,1,1,0,0,1,1,0,0
1,29060,1,0,1,0,0,0,0,0,0,0,0
1,29061,1,1,0,0,0,0,0,0,0,0,0
1,29062,1,0,0,1,0,0,0,0,0,0,0
1,29063,5,1,0,1,1,1,1,0,0,0,0
1,29064,2,1,1,0,0,0,0,0,0,0,0
1,29065,5,1,1,0,1,0,1,0,1,0,0
1,29066,5,0,1,1,1,0,0,1,1,0,0
1,29067,5,0,1,1,0,0,0,1,0,1,1
1,29068,8,1,1,1,0,1,0,1,0,1,0
1,29069,6,1,1,0,1,0,1,0,1,0,0
1,29070,2,0,0,0,0,0,0,0,0,1,1
1,29071,7,1,1,0,1,0,1,0,1,0,0
1,29072,7,0,1,1,1,0,0,1,1,1,1
1,29073,3,0,1,0,0,0,0,0,0,0,0
1,29074,1,0,0,0,1,0,0,0,0,0,0
1,29075,1,0,1,0,0,0,0,0,0,0,0
1,29076,4,1,1,0,0,0,0,0,0,1,1
1,29077,6,0,0,1,1,0,0,0,0,1,1
1,29078,7,1,1,0,1,0,1,0,1,0,0
1,29079,5,0,1,1,1,0,0,1,1,0,0
1,29080,2,1,1,0,0,0,0,0,0,0,0
1,29081,3,1,0,1,0,1,0,0,0,0,0
1,29082,2,0,0,1,0,0,0,0,0,1,0
1,29083,3,1,1,0,0,0,0,0,0,0,0
1,29084,1,0,0,0,1,0,0,0,0,0,0
1,29085,0,0,0,0,0,0,0,0,0,0,0
1,29086,0,0,0,0,0,0,0,0,0,0,0
1,29087,0,0,0,0,0,0,0,0,0,0,0
1,29088,0,0,0,0,0,0,0,0,0,0,0
1,29089,3,0,0,1,0,0,0,0,0,1,1
1,29090,3,0,1,0,0,0,0,0,0,0,0
1,29091,7,1,1,1,0,1,0,1,0,1,1
1,29092,4,1,1,0,0,0,0,0,0,0,0
1,29093,1,1,0,0,0,0,0,0,0,0,0
1,29094,3,0,1,1,0,0,0,1,0,0,0
1,29095,6,0,1,1,1,0,0,1,1,1,0
1,29096,2,0,0,0,1,0,0,0,0,0,0
1,29097,10,1,1,1,1,1,1,1,1,1,1
1,29098,7,0,1,1,0,0,0,1,0,1,1
1,29099,6,1,0,1,0,1,0,0,0,0,1
1,29100,5,1,0,0,1,0,1,0,0,0,1
1,29101,3,0,0,0,1,0,0,0,0,1,0
1,29102,6,1,0,1,0,1,0,0,0,1,1
1,29103,6,0,1,0,1,0,0,0,1,0,1
1,29104,4,0,0,1,1,0,0,0,0,0,1
1,29105,2,0,0,1,0,0,0,0,0,0,0
1,29106,3,0,0,1,0,0,0,0,0,1,1
1,29107,9,1,1,0,1,0,1,0,1,1,1
1,29108,5,0,1,1,0,0,0,1,0,0,0
1,29109,4,1,0,1,0,1,0,0,0,1,0
1,29110,7,1,1,1,0,1,0,1,0,1,0
1,29111,4,1,0,0,0,0,0,0,0,1,1
1,29112,4,0,0,0,0,0,0,0,0,1,1
1,29113,3,0,1,0,0,0,0,0,0,0,0
1,29114,7,0,1,1,1,0,0,1,1,1,1
1,29115,5,1,0,0,0,0,0,0,0,1,1
1,29116,7,1,0,1,0,1,0,0,0,1,1
1,29117,11,1,1,1,1,1,1,1,1,1,0
1,29118,8,1,1,0,1,0,1,0,1,1,1
1,29119,9,1,1,0,1,0,1,0,1,1,1
1,29120,9,1,0,1,1,1,1,0,0,1,1
1,29121,4,0,0,0,0,0,0,0,0,1,1
1,29122,9,1,0,1,1,1,1,0,0,1,1
1,29123,9,1,1,1,0,1,0,1,0,1,1
1,29124,5,1,0,0,0,0,0,0,0,1,1
1,29125,3,0,0,1,0,0,0,0,0,0,0
1,29126,3,1,0,0,1,0,1,0,0,0,0
1,29127,4,1,0,0,1,0,1,0,0,1,0
1,29128,5,0,1,1,0,0,0,1,0,0,1
1,29129,5,1,0,1,0,1,0,0,0,1,0
1,29130,7,1,1,1,0,1,0,1,0,1,0
1,29131,2,1,0,0,0,0,0,0,0,0,0
1,29132,3,0,1,0,0,0,0,0,0,1,1
1,29133,3,0,1,0,0,0,0,0,0,0,0
1,29134,3,1,0,0,0,0,0,0,0,1,1
1,29135,3,0,0,1,0,0,0,0,0,0,0
1,29136,0,0,0,0,0,0,0,0,0,0,0
1,29137,0,0,0,0,0,0,0,0,0,0,0
1,29138,0,0,0,0,0,0,0,0,0,0,0
1,29139,1,0,0,0,1,0,0,0,0,0,0
1,29140,1,0,1,0,0,0,0,0,0,0,0
1,29141,3,1,0,0,1,0,1,0,0,0,0
1,29142,6,1,1,0,1,0,1,0,1,1,0
1,29143,4,1,0,0,0,0,0,0,0,1,1
1,29144,4,0,0,0,0,0,0,0,0,1,1
1,29145,7,1,1,0,1,0,1,0,1,0,0
1,29146,5,1,1,1,0,1,0,1,0,0,0
1,29147,4,0,0,1,1,0,0,0,0,1,1
1,29148,9,1,1,1,0,1,0,1,0,1,1
1,29149,6,1,1,0,0,0,0,0,0,1,1
1,29150,7,0,1,0,1,0,0,0,1,1,1
1,29151,5,0,0,1,1,0,0,0,0,1,0
1,29152,3,0,0,1,1,0,0,0,0,0,0
1,29153,5,0,1,0,1,0,0,0,1,1,1
1,29154,6,1,0,1,0,1,0,0,0,0,1
1,29155,5,0,1,1,0,0,0,1,0,1,0
1,29156,5,0,1,0,1,0,0,0,1,0,1
1,29157,5,0,1,0,1,0,0,0,1,0,1
1,29158,5,1,0,1,0,1,0,0,0,1,0
1,29159,7,1,1,0,1,0,1,0,1,1,0
1,29160,4,0,1,0,0,0,0,0,0,1,1
1,29161,6,1,1,0,0,0,0,0,0,1,1
1,29162,5,0,0,0,1,0,0,0,0,1,1
1,29163,2,0,0,0,0,0,0,0,0,0,0
1,29164,3,1,0,0,1,0,1,0,0,0,0
1,29165,9,1,1,1,1,1,1,1,1,0,1
1,29166,2,0,0,0,1,0,0,0,0,0,0
1,29167,3,0,1,0,0,0,0,0,0,1,1
1,29168,9,1,1,1,0,1,0,1,0,1,1
1,29169,7,1,0,1,1,1,1,0,0,0,0
1,29170,5,1,0,1,1,1,1,0,0,0,0
1,29171,3,0,1,1,0,0,0,1,0,0,0
1,29172,2,0,0,0,1,0,0,0,0,0,1
1,29173,6,0,1,1,0,0,0,1,0,1,1
1,29174,5,1,1,0,0,0,0,0,0,1,0
1,29175,3,0,0,0,0,0,0,0,0,1,1
1,29176,3,0,1,0,0,0,0,0,0,0,0
1,29177,4,0,0,1,1,0,0,0,0,1,1
1,29178,5,0,0,1,0,0,0,0,0,1,1
1,29179,7,1,1,0,1,0,1,0,1,0,0
1,29180,3,0,1,0,0,0,0,0,0,1,1
1,29181,9,1,1,0,1,0,1,0,1,1,1
1,29182,5,0,0,0,1,0,0,0,0,1,1
1,29183,3,1,0,0,0,0,0,0,0,0,0
1,29184,3,1,0,0,1,0,1,0,0,0,0
1,29185,1,0,0,0,0,0,0,0,0,1,0
1,29186,2,0,1,0,0,0,0,0,0,0,0
1,29187,0,0,0,0,0,0,0,0,0,0,0
1,29188,0,0,0,0,0,0,0,0,0,0,0
1,29189,0,0,0,0,0,0,0,0,0,0,0
1,29190,1,0,0,1,0,0,0,0,0,0,0
1,29191,1,1,0,0,0,0,0,0,0,0,0
1,29192,4,0,0,1,1,0,0,0,0,1,1
1,29193,9,1,0,1,1,1,1,0,0,1,1
1,29194,3,0,0,0,1,0,0,0,0,0,0
1,29195,0,0,0,0,0,0,0,0,0,0,0
1,29196,5,1,0,1,0,1,0,0,0,1,1
1,29197,5,1,1,0,0,0,0,0,0,0,1
1,29198,6,0,1,1,1,0,0,1,1,0,0
1,29199,4,1,1,0,0,0,0,0,0,1,1
1,29200,7,1,0,0,1,0,1,0,0,1,1
1,29201,8,1,0,1,1,1,1,0,0,0,1
1,29202,6,0,1,1,0,0,0,1,0,1,1
1,29203,8,0,1,1,1,0,0,1,1,0,1
1,29204,4,1,0,1,0,1,0,0,0,0,0
1,29205,2,0,1,0,0,0,0,0,0,0,1
1,29206,3,1,1,0,0,0,0,0,0,0,0
1,29207,3,1,0,1,0,1,0,0,0,0,0
1,29208,6,1,0,1,1,1,1,0,0,1,0
1,29209,2,0,1,0,0,0,0,0,0,0,0
1,29210,7,1,0,1,1,1,1,0,0,1,1
1,29211,7,1,0,0,1,0,1,0,0,1,1
1,29212,6,1,0,0,1,0,1,0,0,1,0
1,29213,3,0,0,1,0,0,0,0,0,0,1
1,29214,1,0,0,0,0,0,0,0,0,0,0
1,29215,3,0,0,1,0,0,0,0,0,1,1
1,29216,12,1,1,1,1,1,1,1,1,1,1
1,29217,6,0,0,1,1,0,0,0,0,1,1
1,29218,5,1,0,0,1,0,1,0,0,0,0
1,29219,6,1,1,0,1,0,1,0,1,1,0
1,29220,8,0,1,1,1,0,0,1,1,1,1
1,29221,9,0,1,1,1,0,0,1,1,1,1
1,29222,4,1,1,0,0,0,0,0,0,0,0
1,29223,2,0,0,1,1,0,0,0,0,0,0
1,29224,5,1,1,0,1,0,1,0,1,0,0
1,29225,5,1,0,0,1,0,1,0,0,1,1
1,29226,3,0,0,0,0,0,0,0,0,0,1
1,29227,4,1,0,0,1,0,1,0,0,0,0
1,29228,6,0,1,1,1,0,0,1,1,0,1
1,29229,2,0,1,0,0,0,0,0,0,0,0
1,29230,7,1,0,1,1,1,1,0,0,1,1
1,29231,7,1,0,0,1,0,1,0,0,1,1
1,29232,8,1,0,1,1,1,1,0,0,1,0
1,29233,4,0,0,1,0,0,0,0,0,1,1
1,29234,4,0,0,0,0,0,0,0,0,1,1
1,29235,6,0,0,1,1,0,0,0,0,1,1
1,29236,2,0,0,0,0,0,0,0,0,0,0
1,29237,1,1,0,0,0,0,0,0,0,0,0
1,29238,0,0,0,0,0,0,0,0,0,0,0
1,29239,0,0,0,0,0,0,0,0,0,0,0
1,29240,0,0,0,0,0,0,0,0,0,0,0
1,29241,1,0,1,0,0,0,0,0,0,0,0
1,29242,3,0,0,0,1,0,0,0,0,1,1
1,29243,7,0,1,1,1,0,0,1,1,0,0
1,29244,7,0,1,1,1,0,0,1,1,1,1
1,29245,3,0,0,1,0,0,0,0,0,0,0
1,29246,1,0,0,0,1,0,0,0,0,0,0
1,29247,5,0,1,0,1,0,0,0,1,1,1
1,29248,4,1,0,0,0,0,0,0,0,1,0
1,29249,9,1,1,1,1,1,1,1,1,0,0
1,29250,3,1,0,0,1,0,1,0,0,0,0
1,29251,2,0,0,1,0,0,0,0,0,1,0
1,29252,6,0,1,1,0,0,0,1,0,1,1
1,29253,5,1,1,0,0,0,0,0,0,0,1
1,29254,6,1,1,1,0,1,0,1,0,0,0
1,29255,3,0,1,0,1,0,0,0,1,0,0
1,29256,2,1,0,0,0,0,0,0,0,0,1
1,29257,4,1,0,0,0,0,0,0,0,1,1
1,29258,5,0,1,0,0,0,0,0,0,1,1
1,29259,9,0,1,1,1,0,0,1,1,1,1
1,29260,5,1,0,0,1,0,1,0,0,0,0
1,29261,4,0,1,1,0,0,0,1,0,1,0
1,29262,4,0,0,1,1,0,0,0,0,1,0
1,29263,4,0,0,1,0,0,0,0,0,1,1
1,29264,3,0,1,0,0,0,0,0,0,0,0
1,29265,1,0,0,0,1,0,0,0,0,0,0
1,29266,3,0,1,0,1,0,0,0,1,0,0
1,29267,6,1,1,1,0,1,0,1,0,1,0
1,29268,6,0,1,1,0,0,0,1,0,1,1
1,29269,5,0,0,1,1,0,0,0,0,1,0
1,29270,8,1,0,1,1,1,1,0,0,1,1
1,29271,12,1,1,1,1,1,1,1,1,1,1
1,29272,9,1,1,1,0,1,0,1,0,1,1
1,29273,3,1,0,0,0,0,0,0,0,0,0
1,29274,3,0,1,1,0,0,0,1,0,0,0
1,29275,6,1,0,1,1,1,1,0,0,1,0
1,29276,2,0,0,1,0,0,0,0,0,0,0
1,29277,0,0,0,0,0,0,0,0,0,0,0
1,29278,3,0,0,1,0,0,0,0,0,1,1
1,29279,7,1,1,1,0,1,0,1,0,0,0
1,29280,5,1,0,0,1,0,1,0,0,1,1
1,29281,6,0,1,1,0,0,0,1,0,1,0
1,29282,4,0,0,1,1,0,0,0,0,1,0
1,29283,6,0,1,1,0,0,0,1,0,1,1
1,29284,6,0,1,0,1,0,0,0,1,0,1
1,29285,3,0,0,0,1,0,0,0,0,0,1
1,29286,4,0,1,1,0,0,0,1,0,0,0
1,29287,1,0,0,0,0,0,0,0,0,0,1
1,29288,3,0,0,0,0,0,0,0,0,1,1
1,29289,2,0,0,0,0,0,0,0,0,0,0
1,29290,0,0,0,0,0,0,0,0,0,0,0
1,29291,0,0,0,0,0,0,0,0,0,0,0
1,29292,3,1,0,0,1,0,1,0,0,0,0
1,29293,2,0,0,1,0,0,0,0,0,0,1
1,29294,9,1,1,1,1,1,1,1,1,0,0
1,29295,7,1,1,1,0,1,0,1,0,1,1
1,29296,5,0,1,0,0,0,0,0,0,1,1
1,29297,4,0,0,1,1,0,0,0,0,0,0
1,29298,5,1,0,1,1,1,1,0,0,0,0
1,29299,0,0,0,0,0,0,0,0,0,0,0
1,29300,10,1,1,1,1,1,1,1,1,1,1
1,29301,4,0,0,1,1,0,0,0,0,0,0
1,29302,3,0,1,0,1,0,0,0,1,0,0
1,29303,3,1,1,0,0,0,0,0,0,0,1
1,29304,4,1,0,0,0,0,0,0,0,1,1
1,29305,9,1,1,0,1,0,1,0,1,1,1
1,29306,5,1,0,1,0,1,0,0,0,0,0
1,29307,2,0,0,0,1,0,0,0,0,0,1
1,29308,4,0,0,0,1,0,0,0,0,1,1
1,29309,5,1,0,0,1,0,1,0,0,0,0
1,29310,6,1,1,1,0,1,0,1,0,0,1
1,29311,3,0,0,1,1,0,0,0,0,0,0
1,29312,5,1,1,0,1,0,1,0,1,0,0
1,29313,5,0,1,1,1,0,0,1,1,0,0
1,29314,1,0,1,0,0,0,0,0,0,0,0
1,29315,1,1,0,0,0,0,0,0,0,0,0
1,29316,1,0,0,1,0,0,0,0,0,0,0
1,29317,5,1,0,1,1,1,1,0,0,0,0
1,29318,2,1,1,0,0,0,0,0,0,0,0
1,29319,5,1,1,0,1,0,1,0,1,0,0
1,29320,5,0,1,1,1,0,0,1,1,0,0
1,29321,5,0,1,1,0,0,0,1,0,1,1
1,29322,8,1,1,1,0,1,0,1,0,1,0
1,29323,6,1,1,0,1,0,1,0,1,0,0
1,29324,2,0,0,0,0,0,0,0,0,1,1
1,29325,7,1,1,0,1,0,1,0,1,0,0
1,29326,7,0,1,1,1,0,0,1,1,1,1
1,29327,3,0,1,0,0,0,0,0,0,0,0
1,29328,1,0,0,0,1,0,0,0,0,0,0
1,29329,1,0,1,0,0,0,0,0,0,0,0
1,29330,4,1,1,0,0,0,0,0,0,1,1
1,29331,6,0,0,1,1,0,0,0,0,1,1
1,29332,7,1,1,0,1,0,1,0,1,0,0
1,29333,5,0,1,1,1,0,0,1,1,0,0
1,29334,2,1,1,0,0,0,0,0,0,0,0
1,29335,3,1,0,1,0,1,0,0,0,0,0
1,29336,2,0,0,1,0,0,0,0,0,1,0
1,29337,3,1,1,0,0,0,0,0,0,0,0
1,29338,1,0,0,0,1,0,0,0,0,0,0
1,29339,0,0,0,0,0,0,0,0,0,0,0
1,29340,0,0,0,0,0,0,0,0,0,0,0
1,29341,0,0,0,0,0,0,0,0,0,0,0
1,29342,0,0,0,0,0,0,0,0,0,0,0
1,29343,3,0,0,1,0,0,0,0,0,1,1
1,29344,3,0,1,0,0,0,0,0,0,0,0
1,29345,7,1,1,1,0,1,0,1,0,1,1
1,29346,4,1,1,0,0,0,0,0,0,0,0
1,29347,1,1,0,0,0,0,0,0,0,0,0
1,29348,3,0,1,1,0,0,0,1,0,0,0
1,29349,6,0,1,1,1,0,0,1,1,1,0
1,29350,2,0,0,0,1,0,0,0,0,0,0
1,29351,10,1,1,1,1,1,1,1,1,1,1
1,29352,7,0,1,1,0,0,0,1,0,1,1
1,29353,6,1,0,1,0,1,0,0,0,0,1
1,29354,5,1,0,0,1,0,1,0,0,0,1
1,29355,3,0,0,0,1,0,0,0,0,1,0
1,29356,6,1,0,1,0,1,0,0,0,1,1
1,29357,6,0,1,0,1,0,0,0,1,0,1
1,29358,4,0,0,1,1,0,0,0,0,0,1
1,29359,2,0,0,1,0,0,0,0,0,0,0
1,29360,3,0,0,1,0,0,0,0,0,1,1
1,29361,9,1,1,0,1,0,1,0,1,1,1
1,29362,5,0,1,1,0,0,0,1,0,0,0
1,29363,4,1,0,1,0,1,0,0,0,1,0
1,29364,7,1,1,1,0,1,0,1,0,1,0
1,29365,4,1,0,0,0,0,0,0,0,1,1
1,29366,4,0,0,0,0,0,0,0,0,1,1
1,29367,3,0,1,0,0,0,0,0,0,0,0
1,29368,7,0,1,1,1,0,0,1,1,1,1
1,29369,5,1,0,0,0,0,0,0,0,1,1
1,29370,7,1,0,1,0,1,0,0,0,1,1
1,29371,11,1,1,1,1,1,1,1,1,1,0
1,29372,8,1,1,0,1,0,1,0,1,1,1
1,29373,9,1,1,0,1,0,1,0,1,1,1
1,29374,9,1,0,1,1,1,1,0,0,1,1
1,29375,4,0,0,0,0,0,0,0,0,1,1
1,29376,9,1,0,1,1,1,1,0,0,1,1
1,29377,9,1,1,1,0,1,0,1,0,1,1
1,29378,5,1,0,0,0,0,0,0,0,1,1
1,29379,3,0,0,1,0,0,0,0,0,0,0
1,29380,3,1,0,0,1,0,1,0,0,0,0
1,29381,4,1,0,0,1,0,1,0,0,1,0
1,29382,5,0,1,1,0,0,0,1,0,0,1
1,29383,5,1,0,1,0,1,0,0,0,1,0
1,29384,7,1,1,1,0,1,0,1,0,1,0
1,29385,2,1,0,0,0,0,0,0,0,0,0
1,29386,3,0,1,0,0,0,0,0,0,1,1
1,29387,3,0,1,0,0,0,0,0,0,0,0
1,29388,3,1,0,0,0,0,0,0,0,1,1
1,29389,3,0,0,1,0,0,0,0,0,0,0
1,29390,0,0,0,0,0,0,0,0,0,0,0
1,29391,0,0,0,0,0,0,0,0,0,0,0
1,29392,0,0,0,0,0,0,0,0,0,0,0
1,29393,1,0,0,0,1,0,0,0,0,0,0
1,29394,1,0,1,0,0,0,0,0,0,0,0
1,29395,3,1,0,0,1,0,1,0,0,0,0
1,29396,6,1,1,0,1,0,1,0,1,1,0
1,29397,4,1,0,0,0,0,0,0,0,1,1
1,29398,4,0,0,0,0,0,0,0,0,1,1
1,29399,7,1,1,0,1,0,1,0,1,0,0
1,29400,5,1,1,1,0,1,0,1,0,0,0
1,29401,4,0,0,1,1,0,0,0,0,1,1
1,29402,9,1,1,1,0,1,0,1,0,1,1
1,29403,6,1,1,0,0,0,0,0,0,1,1
1,29404,7,0,1,0,1,0,0,0,1,1,1
1,29405,5,0,0,1,1,0,0,0,0,1,0
1,29406,3,0,0,1,1,0,0,0,0,0,0
1,29407,5,0,1,0,1,0,0,0,1,1,1
1,29408,6,1,0,1,0,1,0,0,0,0,1
1,29409,5,0,1,1,0,0,0,1,0,1,0
1,29410,5,0,1,0,1,0,0,0,1,0,1
1,29411,5,0,1,0,1,0,0,0,1,0,1
1,29412,5,1,0,1,0,1,0,0,0,1,0
1,29413,7,1,1,0,1,0,1,0,1,1,0
1,29414,4,0,1,0,0,0,0,0,0,1,1
1,29415,6,1,1,0,0,0,0,0,0,1,1
1,29416,5,0,0,0,1,0,0,0,0,1,1
1,29417,2,0,0,0,0,0,0,0,0,0,0
1,29418,3,1,0,0,1,0,1,0,0,0,0
1,29419,9,1,1,1,1,1,1,1,1,0,1
1,29420,2,0,0,0,1,0,0,0,0,0,0
1,29421,3,0,1,0,0,0,0,0,0,1,1
1,29422,9,1,1,1,0,1,0,1,0,1,1
1,29423,7,1,0,1,1,1,1,0,0,0,0
1,29424,5,1,0,1,1,1,1,0,0,0,0
1,29425,3,0,1,1,0,0,0,1,0,0,0
1,29426,2,0,0,0,1,0,0,0,0,0,1
1,29427,6,0,1,1,0,0,0,1,0,1,1
1,29428,5,1,1,0,0,0,0,0,0,1,0
1,29429,3,0,0,0,0,0,0,0,0,1,1
1,29430,3,0,1,0,0,0,0,0,0,0,0
1,29431,4,0,0,1,1,0,0,0,0,1,1
1,29432,5,0,0,1,0,0,0,0,0,1,1
1,29433,7,1,1,0,1,0,1,0,1,0,0
1,29434,3,0,1,0,0,0,0,0,0,1,1
1,29435,9,1,1,0,1,0,1,0,1,1,1
1,29436,5,0,0,0,1,0,0,0,0,1,1
1,29437,3,1,0,0,0,0,0,0,0,0,0
1,29438,3,1,0,0,1,0,1,0,0,0,0
1,29439,1,0,0,0,0,0,0,0,0,1,0
1,29440,2,0,1,0,0,0,0,0,0,0,0
1,29441,0,0,0,0,0,0,0,0,0,0,0
1,29442,0,0,0,0,0,0,0,0,0,0,0
1,29443,0,0,0,0,0,0,0,0,0,0,0
1,29444,1,0,0,1,0,0,0,0,0,0,0
1,29445,1,1,0,0,0,0,0,0,0,0,0
1,29446,4,0,0,1,1,0,0,0,0,1,1
1,29447,9,1,0,1,1,1,1,0,0,1,1
1,29448,3,0,0,0,1,0,0,0,0,0,0
1,29449,0,0,0,0,0,0,0,0,0,0,0
1,29450,5,1,0,1,0,1,0,0,0,1,1
1,29451,5,1,1,0,0,0,0,0,0,0,1
1,29452,6,0,1,1,1,0,0,1,1,0,0
